Release Period,State,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage
07_2022,GA,H_COMP_1,6,16,78
07_2022,GA,H_COMP_2,6,14,80
07_2022,GA,H_COMP_3,13,24,63
07_2022,GA,H_COMP_5,22,18,60
07_2022,GA,H_COMP_6,16,0,84
07_2022,GA,H_COMP_7,7,42,51
07_2022,GA,H_HSP_RATING,10,20,70
07_2022,GA,H_QUIET_HSP,9,25,66
07_2022,GA,H_RECMND,7,24,69
07_2022,HI,H_CLEAN_HSP,6,20,74
07_2022,HI,H_COMP_1,7,15,78
07_2022,HI,H_COMP_2,8,14,78
07_2022,HI,H_COMP_3,12,23,65
07_2022,HI,H_COMP_5,18,19,63
07_2022,HI,H_COMP_6,18,0,82
07_2022,HI,H_COMP_7,8,41,51
07_2022,HI,H_HSP_RATING,11,20,69
07_2022,HI,H_QUIET_HSP,14,33,53
07_2022,HI,H_RECMND,7,25,68
07_2022,IA,H_CLEAN_HSP,6,16,78
07_2022,IA,H_COMP_1,3,14,83
07_2022,IA,H_COMP_2,3,14,83
07_2022,IA,H_COMP_3,6,22,72
07_2022,IA,H_COMP_5,14,20,66
07_2022,IA,H_COMP_6,11,0,89
07_2022,IA,H_COMP_7,4,40,56
07_2022,IA,H_HSP_RATING,5,16,79
07_2022,IA,H_QUIET_HSP,5,26,69
07_2022,IA,H_RECMND,3,21,76
07_2022,ID,H_CLEAN_HSP,6,16,78
07_2022,ID,H_COMP_1,3,14,83
07_2022,ID,H_COMP_2,4,12,84
07_2022,ID,H_COMP_3,5,22,73
07_2022,ID,H_COMP_5,16,17,67
07_2022,ID,H_COMP_6,11,0,89
07_2022,ID,H_COMP_7,5,40,55
07_2022,ID,H_HSP_RATING,5,20,75
07_2022,ID,H_QUIET_HSP,7,28,65
07_2022,ID,H_RECMND,3,23,74
07_2022,IL,H_CLEAN_HSP,9,18,73
07_2022,IL,H_COMP_1,5,16,79
07_2022,IL,H_COMP_2,5,16,79
07_2022,IL,H_COMP_3,11,24,65
07_2022,IL,H_COMP_5,20,18,62
07_2022,IL,H_COMP_6,14,0,86
07_2022,IL,H_COMP_7,6,43,51
07_2022,IL,H_HSP_RATING,9,20,71
07_2022,IL,H_QUIET_HSP,10,27,63
07_2022,IL,H_RECMND,6,25,69
07_2022,IN,H_CLEAN_HSP,8,19,73
07_2022,IN,H_COMP_1,4,16,80
07_2022,IN,H_COMP_2,5,16,79
07_2022,IN,H_COMP_3,8,26,66
07_2022,IN,H_COMP_5,20,19,61
07_2022,IN,H_COMP_6,12,0,88
07_2022,IN,H_COMP_7,5,42,53
07_2022,IN,H_HSP_RATING,7,20,73
07_2022,IN,H_QUIET_HSP,9,28,63
07_2022,IN,H_RECMND,4,25,71
07_2022,KS,H_CLEAN_HSP,7,15,78
07_2022,KS,H_COMP_1,3,15,82
07_2022,KS,H_COMP_2,4,12,84
07_2022,KS,H_COMP_3,6,22,72
07_2022,KS,H_COMP_5,16,19,65
07_2022,KS,H_COMP_6,13,0,87
07_2022,KS,H_COMP_7,4,40,56
07_2022,KS,H_HSP_RATING,5,18,77
07_2022,KS,H_QUIET_HSP,7,25,68
07_2022,KS,H_RECMND,3,21,76
07_2022,KY,H_CLEAN_HSP,10,17,73
07_2022,KY,H_COMP_1,5,14,81
07_2022,KY,H_COMP_2,5,13,82
07_2022,KY,H_COMP_3,10,24,66
07_2022,KY,H_COMP_5,19,18,63
07_2022,KY,H_COMP_6,14,0,86
07_2022,KY,H_COMP_7,6,42,52
07_2022,KY,H_HSP_RATING,8,21,71
07_2022,KY,H_QUIET_HSP,9,27,64
07_2022,KY,H_RECMND,6,25,69
07_2022,LA,H_CLEAN_HSP,9,15,76
07_2022,LA,H_COMP_1,4,12,84
07_2022,LA,H_COMP_2,4,11,85
07_2022,LA,H_COMP_3,10,19,71
07_2022,LA,H_COMP_5,17,15,68
07_2022,LA,H_COMP_6,13,0,87
07_2022,LA,H_COMP_7,5,37,58
07_2022,LA,H_HSP_RATING,8,17,75
07_2022,LA,H_QUIET_HSP,6,20,74
07_2022,LA,H_RECMND,5,20,75
07_2022,MA,H_CLEAN_HSP,10,20,70
07_2022,MA,H_COMP_1,4,16,80
07_2022,MA,H_COMP_2,5,16,79
07_2022,MA,H_COMP_3,11,26,63
07_2022,MA,H_COMP_5,20,18,62
07_2022,MA,H_COMP_6,12,0,88
07_2022,MA,H_COMP_7,6,43,51
07_2022,MA,H_HSP_RATING,8,22,70
07_2022,MA,H_QUIET_HSP,15,34,51
07_2022,MA,H_RECMND,5,24,71
07_2022,MD,H_CLEAN_HSP,13,20,67
07_2022,MD,H_COMP_1,7,18,75
07_2022,MD,H_COMP_2,7,17,76
07_2022,MD,H_COMP_3,16,27,57
07_2022,MD,H_COMP_5,24,19,57
07_2022,MD,H_COMP_6,14,0,86
07_2022,MD,H_COMP_7,8,44,48
07_2022,MD,H_HSP_RATING,11,24,65
07_2022,MD,H_QUIET_HSP,13,30,57
07_2022,MD,H_RECMND,8,27,65
07_2022,ME,H_CLEAN_HSP,7,17,76
07_2022,ME,H_COMP_1,3,13,84
07_2022,ME,H_COMP_2,4,13,83
07_2022,ME,H_COMP_3,7,23,70
07_2022,ME,H_COMP_5,16,17,67
07_2022,ME,H_COMP_6,11,0,89
07_2022,ME,H_COMP_7,4,40,56
07_2022,ME,H_HSP_RATING,6,19,75
07_2022,ME,H_QUIET_HSP,10,32,58
07_2022,ME,H_RECMND,4,21,75
07_2022,MI,H_CLEAN_HSP,10,18,72
07_2022,MI,H_COMP_1,4,14,82
07_2022,MI,H_COMP_2,5,15,80
07_2022,MI,H_COMP_3,8,22,70
07_2022,MI,H_COMP_5,18,18,64
07_2022,MI,H_COMP_6,12,0,88
07_2022,MI,H_COMP_7,5,42,53
07_2022,MI,H_HSP_RATING,8,19,73
07_2022,MI,H_QUIET_HSP,10,29,61
07_2022,MI,H_RECMND,5,25,70
07_2022,MN,H_CLEAN_HSP,7,16,77
07_2022,MN,H_COMP_1,2,14,84
07_2022,MN,H_COMP_2,3,12,85
07_2022,MN,H_COMP_3,5,20,75
07_2022,MN,H_COMP_5,14,18,68
07_2022,MN,H_COMP_6,11,0,89
07_2022,MN,H_COMP_7,4,40,56
07_2022,MN,H_HSP_RATING,5,16,79
07_2022,MN,H_QUIET_HSP,6,24,70
07_2022,MN,H_RECMND,3,20,77
07_2022,MO,H_CLEAN_HSP,9,20,71
07_2022,MO,H_COMP_1,4,16,80
07_2022,MO,H_COMP_2,5,15,80
07_2022,MO,H_COMP_3,9,26,65
07_2022,MO,H_COMP_5,20,19,61
07_2022,MO,H_COMP_6,13,0,87
07_2022,MO,H_COMP_7,5,44,51
07_2022,MO,H_HSP_RATING,8,21,71
07_2022,MO,H_QUIET_HSP,9,29,62
07_2022,MO,H_RECMND,5,26,69
07_2022,MS,H_CLEAN_HSP,10,16,74
07_2022,MS,H_COMP_1,5,12,83
07_2022,MS,H_COMP_2,5,10,85
07_2022,MS,H_COMP_3,11,18,71
07_2022,MS,H_COMP_5,18,16,66
07_2022,MS,H_COMP_6,16,0,84
07_2022,MS,H_COMP_7,6,41,53
07_2022,MS,H_HSP_RATING,9,18,73
07_2022,MS,H_QUIET_HSP,6,21,73
07_2022,MS,H_RECMND,6,23,71
07_2022,MT,H_CLEAN_HSP,10,19,71
07_2022,MT,H_COMP_1,3,16,81
07_2022,MT,H_COMP_2,4,13,83
07_2022,MT,H_COMP_3,6,21,73
07_2022,MT,H_COMP_5,15,18,67
07_2022,MT,H_COMP_6,17,0,83
07_2022,MT,H_COMP_7,5,42,53
07_2022,MT,H_HSP_RATING,9,20,71
07_2022,MT,H_QUIET_HSP,6,30,64
07_2022,MT,H_RECMND,5,24,71
07_2022,NC,H_CLEAN_HSP,11,18,71
07_2022,NC,H_COMP_1,5,15,80
07_2022,NC,H_COMP_2,5,14,81
07_2022,NC,H_COMP_3,11,25,64
07_2022,NC,H_COMP_5,19,19,62
07_2022,NC,H_COMP_6,13,0,87
07_2022,NC,H_COMP_7,6,43,51
07_2022,NC,H_HSP_RATING,9,20,71
07_2022,NC,H_QUIET_HSP,9,29,62
07_2022,NC,H_RECMND,6,25,69
07_2022,ND,H_CLEAN_HSP,9,17,74
07_2022,ND,H_COMP_1,2,13,85
07_2022,ND,H_COMP_2,4,10,86
07_2022,ND,H_COMP_3,5,17,78
07_2022,ND,H_COMP_5,14,18,68
07_2022,ND,H_COMP_6,16,0,84
07_2022,ND,H_COMP_7,3,38,59
07_2022,ND,H_HSP_RATING,6,15,79
07_2022,ND,H_QUIET_HSP,5,23,72
07_2022,ND,H_RECMND,4,20,76
07_2022,NE,H_CLEAN_HSP,6,14,80
07_2022,NE,H_COMP_1,3,13,84
07_2022,NE,H_COMP_2,3,12,85
07_2022,NE,H_COMP_3,5,20,75
07_2022,NE,H_COMP_5,14,19,67
07_2022,NE,H_COMP_6,12,0,88
07_2022,NE,H_COMP_7,3,39,58
07_2022,NE,H_HSP_RATING,5,15,80
07_2022,NE,H_QUIET_HSP,6,23,71
07_2022,NE,H_RECMND,3,20,77
07_2022,NH,H_CLEAN_HSP,8,18,74
07_2022,NH,H_COMP_1,4,15,81
07_2022,NH,H_COMP_2,5,16,79
07_2022,NH,H_COMP_3,9,26,65
07_2022,NH,H_COMP_5,18,19,63
07_2022,NH,H_COMP_6,12,0,88
07_2022,NH,H_COMP_7,6,43,51
07_2022,NH,H_HSP_RATING,9,20,71
07_2022,NH,H_QUIET_HSP,12,33,55
07_2022,NH,H_RECMND,5,23,72
07_2022,NJ,H_CLEAN_HSP,12,21,67
07_2022,NJ,H_COMP_1,6,18,76
07_2022,NJ,H_COMP_2,7,18,75
07_2022,NJ,H_COMP_3,15,27,58
07_2022,NJ,H_COMP_5,25,18,57
07_2022,NJ,H_COMP_6,17,0,83
07_2022,NJ,H_COMP_7,8,46,46
07_2022,NJ,H_HSP_RATING,11,24,65
07_2022,NJ,H_QUIET_HSP,15,31,54
07_2022,NJ,H_RECMND,8,27,65
07_2022,NM,H_CLEAN_HSP,11,17,72
07_2022,NM,H_COMP_1,5,17,78
07_2022,NM,H_COMP_2,6,16,78
07_2022,NM,H_COMP_3,10,23,67
07_2022,NM,H_COMP_5,21,18,61
07_2022,NM,H_COMP_6,17,0,83
07_2022,NM,H_COMP_7,8,44,48
07_2022,NM,H_HSP_RATING,10,21,69
07_2022,NM,H_QUIET_HSP,10,28,62
07_2022,NM,H_RECMND,7,27,66
07_2022,NV,H_CLEAN_HSP,12,21,67
07_2022,NV,H_COMP_1,7,19,74
07_2022,NV,H_COMP_2,8,18,74
07_2022,NV,H_COMP_3,14,24,62
07_2022,NV,H_COMP_5,23,18,59
07_2022,NV,H_COMP_6,18,0,82
07_2022,NV,H_COMP_7,9,44,47
07_2022,NV,H_HSP_RATING,11,22,67
07_2022,NV,H_QUIET_HSP,13,30,57
07_2022,NV,H_RECMND,10,25,65
07_2022,NY,H_CLEAN_HSP,11,20,69
07_2022,NY,H_COMP_1,6,17,77
07_2022,NY,H_COMP_2,6,18,76
07_2022,NY,H_COMP_3,14,26,60
07_2022,NY,H_COMP_5,23,18,59
07_2022,NY,H_COMP_6,15,0,85
07_2022,NY,H_COMP_7,7,46,47
07_2022,NY,H_HSP_RATING,11,24,65
07_2022,NY,H_QUIET_HSP,15,31,54
07_2022,NY,H_RECMND,8,27,65
07_2022,OH,H_CLEAN_HSP,9,18,73
07_2022,OH,H_COMP_1,4,15,81
07_2022,OH,H_COMP_2,5,16,79
07_2022,OH,H_COMP_3,9,25,66
07_2022,OH,H_COMP_5,19,18,63
07_2022,OH,H_COMP_6,12,0,88
07_2022,OH,H_COMP_7,5,42,53
07_2022,OH,H_HSP_RATING,7,19,74
07_2022,OH,H_QUIET_HSP,9,31,60
07_2022,OH,H_RECMND,5,24,71
07_2022,OK,H_CLEAN_HSP,9,17,74
07_2022,OK,H_COMP_1,5,14,81
07_2022,OK,H_COMP_2,5,13,82
07_2022,OK,H_COMP_3,9,21,70
07_2022,OK,H_COMP_5,18,18,64
07_2022,OK,H_COMP_6,14,0,86
07_2022,OK,H_COMP_7,6,40,54
07_2022,OK,H_HSP_RATING,8,18,74
07_2022,OK,H_QUIET_HSP,7,25,68
07_2022,OK,H_RECMND,6,21,73
07_2022,OR,H_CLEAN_HSP,7,18,75
07_2022,OR,H_COMP_1,4,15,81
07_2022,OR,H_COMP_2,4,15,81
07_2022,OR,H_COMP_3,7,24,69
07_2022,OR,H_COMP_5,16,19,65
07_2022,OR,H_COMP_6,12,0,88
07_2022,OR,H_COMP_7,5,42,53
07_2022,OR,H_HSP_RATING,6,20,74
07_2022,OR,H_QUIET_HSP,10,33,57
07_2022,OR,H_RECMND,4,22,74
07_2022,PA,H_CLEAN_HSP,10,18,72
07_2022,PA,H_COMP_1,4,15,81
07_2022,PA,H_COMP_2,5,15,80
07_2022,PA,H_COMP_3,10,23,67
07_2022,PA,H_COMP_5,20,18,62
07_2022,PA,H_COMP_6,12,0,88
07_2022,PA,H_COMP_7,6,42,52
07_2022,PA,H_HSP_RATING,8,20,72
07_2022,PA,H_QUIET_HSP,11,32,57
07_2022,PA,H_RECMND,6,24,70
07_2022,RI,H_CLEAN_HSP,8,18,74
07_2022,RI,H_COMP_1,5,16,79
07_2022,RI,H_COMP_2,6,15,79
07_2022,RI,H_COMP_3,12,24,64
07_2022,RI,H_COMP_5,21,19,60
07_2022,RI,H_COMP_6,13,0,87
07_2022,RI,H_COMP_7,6,43,51
07_2022,RI,H_HSP_RATING,9,21,70
07_2022,RI,H_QUIET_HSP,13,32,55
07_2022,RI,H_RECMND,7,21,72
07_2022,SC,H_CLEAN_HSP,13,19,68
07_2022,SC,H_COMP_1,5,15,80
07_2022,SC,H_COMP_2,5,13,82
07_2022,SC,H_COMP_3,12,23,65
07_2022,SC,H_COMP_5,21,18,61
07_2022,SC,H_COMP_6,14,0,86
07_2022,SC,H_COMP_7,7,41,52
07_2022,SC,H_HSP_RATING,9,21,70
07_2022,SC,H_QUIET_HSP,9,26,65
07_2022,SC,H_RECMND,6,25,69
07_2022,SD,H_CLEAN_HSP,7,16,77
07_2022,SD,H_COMP_1,2,13,85
07_2022,SD,H_COMP_2,3,10,87
07_2022,SD,H_COMP_3,5,17,78
07_2022,SD,H_COMP_5,13,20,67
07_2022,SD,H_COMP_6,12,0,88
07_2022,SD,H_COMP_7,3,39,58
07_2022,SD,H_HSP_RATING,4,16,80
07_2022,SD,H_QUIET_HSP,4,24,72
07_2022,SD,H_RECMND,2,19,79
07_2022,TN,H_CLEAN_HSP,11,18,71
07_2022,TN,H_COMP_1,5,16,79
07_2022,TN,H_COMP_2,5,14,81
07_2022,TN,H_COMP_3,11,23,66
07_2022,TN,H_COMP_5,20,19,61
07_2022,TN,H_COMP_6,15,0,85
07_2022,TN,H_COMP_7,7,43,50
07_2022,TN,H_HSP_RATING,10,20,70
07_2022,TN,H_QUIET_HSP,8,27,65
07_2022,TN,H_RECMND,7,24,69
07_2022,TX,H_CLEAN_HSP,9,17,74
07_2022,TX,H_COMP_1,5,16,79
07_2022,TX,H_COMP_2,5,14,81
07_2022,TX,H_COMP_3,11,22,67
07_2022,TX,H_COMP_5,20,17,63
07_2022,TX,H_COMP_6,15,0,85
07_2022,TX,H_COMP_7,7,40,53
07_2022,TX,H_HSP_RATING,8,19,73
07_2022,TX,H_QUIET_HSP,8,24,68
07_2022,TX,H_RECMND,6,21,73
07_2022,UT,H_CLEAN_HSP,7,16,77
07_2022,UT,H_COMP_1,3,15,82
07_2022,UT,H_COMP_2,3,13,84
07_2022,UT,H_COMP_3,7,23,70
07_2022,UT,H_COMP_5,17,19,64
07_2022,UT,H_COMP_6,11,0,89
07_2022,UT,H_COMP_7,5,39,56
07_2022,UT,H_HSP_RATING,5,17,78
07_2022,UT,H_QUIET_HSP,7,28,65
07_2022,UT,H_RECMND,4,20,76
07_2022,VA,H_CLEAN_HSP,10,19,71
07_2022,VA,H_COMP_1,5,16,79
07_2022,VA,H_COMP_2,5,16,79
07_2022,VA,H_COMP_3,12,26,62
07_2022,VA,H_COMP_5,20,19,61
07_2022,VA,H_COMP_6,14,0,86
07_2022,VA,H_COMP_7,6,44,50
07_2022,VA,H_HSP_RATING,9,21,70
07_2022,VA,H_QUIET_HSP,10,29,61
07_2022,VA,H_RECMND,6,25,69
07_2022,VT,H_CLEAN_HSP,7,16,77
07_2022,VT,H_COMP_1,3,14,83
07_2022,VT,H_COMP_2,3,14,83
07_2022,VT,H_COMP_3,6,22,72
07_2022,VT,H_COMP_5,15,18,67
07_2022,VT,H_COMP_6,10,0,90
07_2022,VT,H_COMP_7,4,41,55
07_2022,VT,H_HSP_RATING,6,17,77
07_2022,VT,H_QUIET_HSP,10,33,57
07_2022,VT,H_RECMND,4,20,76
07_2022,WA,H_CLEAN_HSP,8,17,75
07_2022,WA,H_COMP_1,4,16,80
07_2022,WA,H_COMP_2,4,15,81
07_2022,WA,H_COMP_3,8,25,67
07_2022,WA,H_COMP_5,18,18,64
07_2022,WA,H_COMP_6,12,0,88
07_2022,WA,H_COMP_7,6,42,52
07_2022,WA,H_HSP_RATING,7,21,72
07_2022,WA,H_QUIET_HSP,11,33,56
07_2022,WA,H_RECMND,5,22,73
07_2022,WI,H_CLEAN_HSP,7,16,77
07_2022,WI,H_COMP_1,3,14,83
07_2022,WI,H_COMP_2,4,14,82
07_2022,WI,H_COMP_3,7,22,71
07_2022,WI,H_COMP_5,15,19,66
07_2022,WI,H_COMP_6,10,0,90
07_2022,WI,H_COMP_7,4,40,56
07_2022,WI,H_HSP_RATING,6,18,76
07_2022,WI,H_QUIET_HSP,7,26,67
07_2022,WI,H_RECMND,4,22,74
07_2022,WV,H_CLEAN_HSP,8,17,75
07_2022,WV,H_COMP_1,5,14,81
07_2022,WV,H_COMP_2,6,14,80
07_2022,WV,H_COMP_3,9,20,71
07_2022,WV,H_COMP_5,19,16,65
07_2022,WV,H_COMP_6,13,0,87
07_2022,WV,H_COMP_7,6,42,52
07_2022,WV,H_HSP_RATING,8,21,71
07_2022,WV,H_QUIET_HSP,10,29,61
07_2022,WV,H_RECMND,6,24,70
07_2022,WY,H_CLEAN_HSP,8,17,75
07_2022,WY,H_COMP_1,4,15,81
07_2022,WY,H_COMP_2,5,14,81
07_2022,WY,H_COMP_3,6,20,74
07_2022,WY,H_COMP_5,16,18,66
07_2022,WY,H_COMP_6,12,0,88
07_2022,WY,H_COMP_7,5,41,54
07_2022,WY,H_HSP_RATING,7,22,71
07_2022,WY,H_QUIET_HSP,8,26,66
07_2022,WY,H_RECMND,4,27,69
07_2023,AK,H_CLEAN_HSP,7,17,76
07_2023,AK,H_COMP_1,3,17,80
07_2023,AK,H_COMP_2,4,15,81
07_2023,AK,H_COMP_3,9,25,66
07_2023,AK,H_COMP_5,16,21,63
07_2023,AK,H_COMP_6,14,0,86
07_2023,AK,H_COMP_7,5,46,49
07_2023,AK,H_HSP_RATING,7,22,71
07_2023,AK,H_QUIET_HSP,11,30,59
07_2023,AK,H_RECMND,3,24,73
07_2023,AL,H_CLEAN_HSP,11,18,71
07_2023,AL,H_COMP_1,6,14,80
07_2023,AL,H_COMP_2,5,13,82
07_2023,AL,H_COMP_3,12,20,68
07_2023,AL,H_COMP_5,20,17,63
07_2023,AL,H_COMP_6,15,0,85
07_2023,AL,H_COMP_7,6,42,52
07_2023,AL,H_HSP_RATING,9,20,71
07_2023,AL,H_QUIET_HSP,8,23,69
07_2023,AL,H_RECMND,7,25,68
07_2023,AR,H_CLEAN_HSP,10,17,73
07_2023,AR,H_COMP_1,4,15,81
07_2023,AR,H_COMP_2,5,12,83
07_2023,AR,H_COMP_3,9,22,69
07_2023,AR,H_COMP_5,19,18,63
07_2023,AR,H_COMP_6,16,0,84
07_2023,AR,H_COMP_7,6,41,53
07_2023,AR,H_HSP_RATING,8,20,72
07_2023,AR,H_QUIET_HSP,8,25,67
07_2023,AR,H_RECMND,5,25,70
07_2023,AZ,H_CLEAN_HSP,13,20,67
07_2023,AZ,H_COMP_1,7,18,75
07_2023,AZ,H_COMP_2,7,18,75
07_2023,AZ,H_COMP_3,14,25,61
07_2023,AZ,H_COMP_5,23,19,58
07_2023,AZ,H_COMP_6,16,0,84
07_2023,AZ,H_COMP_7,8,45,47
07_2023,AZ,H_HSP_RATING,11,23,66
07_2023,AZ,H_QUIET_HSP,13,31,56
07_2023,AZ,H_RECMND,8,27,65
07_2023,CA,H_CLEAN_HSP,11,19,70
07_2023,CA,H_COMP_1,7,19,74
07_2023,CA,H_COMP_2,8,17,75
07_2023,CA,H_COMP_3,14,27,59
07_2023,CA,H_COMP_5,23,19,58
07_2023,CA,H_COMP_6,16,0,84
07_2023,CA,H_COMP_7,8,45,47
07_2023,CA,H_HSP_RATING,11,23,66
07_2023,CA,H_QUIET_HSP,17,33,50
07_2023,CA,H_RECMND,8,26,66
07_2023,CO,H_CLEAN_HSP,9,17,74
07_2023,CO,H_COMP_1,4,16,80
07_2023,CO,H_COMP_2,5,15,80
07_2023,CO,H_COMP_3,8,24,68
07_2023,CO,H_COMP_5,18,19,63
07_2023,CO,H_COMP_6,13,0,87
07_2023,CO,H_COMP_7,5,40,55
07_2023,CO,H_HSP_RATING,7,19,74
07_2023,CO,H_QUIET_HSP,7,27,66
07_2023,CO,H_RECMND,4,22,74
07_2023,CT,H_CLEAN_HSP,11,20,69
07_2023,CT,H_COMP_1,6,17,77
07_2023,CT,H_COMP_2,6,17,77
07_2023,CT,H_COMP_3,15,27,58
07_2023,CT,H_COMP_5,22,19,59
07_2023,CT,H_COMP_6,13,0,87
07_2023,CT,H_COMP_7,7,45,48
07_2023,CT,H_HSP_RATING,11,23,66
07_2023,CT,H_QUIET_HSP,15,34,51
07_2023,CT,H_RECMND,7,26,67
07_2023,DC,H_CLEAN_HSP,15,22,63
07_2023,DC,H_COMP_1,10,20,70
07_2023,DC,H_COMP_2,7,15,78
07_2023,DC,H_COMP_3,23,29,48
07_2023,DC,H_COMP_5,29,18,53
07_2023,DC,H_COMP_6,18,0,82
07_2023,DC,H_COMP_7,9,46,45
07_2023,DC,H_HSP_RATING,16,25,59
07_2023,DC,H_QUIET_HSP,16,30,54
07_2023,DC,H_RECMND,12,29,59
07_2023,DE,H_CLEAN_HSP,13,22,65
07_2023,DE,H_COMP_1,6,18,76
07_2023,DE,H_COMP_2,7,18,75
07_2023,DE,H_COMP_3,13,28,59
07_2023,DE,H_COMP_5,24,20,56
07_2023,DE,H_COMP_6,15,0,85
07_2023,DE,H_COMP_7,8,45,47
07_2023,DE,H_HSP_RATING,12,24,64
07_2023,DE,H_QUIET_HSP,14,33,53
07_2023,DE,H_RECMND,8,29,63
07_2023,FL,H_CLEAN_HSP,12,20,68
07_2023,FL,H_COMP_1,7,19,74
07_2023,FL,H_COMP_2,8,18,74
07_2023,FL,H_COMP_3,15,27,58
07_2023,FL,H_COMP_5,26,18,56
07_2023,FL,H_COMP_6,18,0,82
07_2023,FL,H_COMP_7,9,44,47
07_2023,FL,H_HSP_RATING,13,22,65
07_2023,FL,H_QUIET_HSP,13,30,57
07_2023,FL,H_RECMND,10,25,65
07_2023,GA,H_CLEAN_HSP,11,19,70
07_2023,GA,H_COMP_1,6,16,78
07_2023,GA,H_COMP_2,6,15,79
07_2023,GA,H_COMP_3,13,24,63
07_2023,GA,H_COMP_5,22,18,60
07_2023,GA,H_COMP_6,16,0,84
07_2023,GA,H_COMP_7,7,42,51
07_2023,GA,H_HSP_RATING,10,20,70
07_2023,GA,H_QUIET_HSP,9,25,66
07_2023,GA,H_RECMND,7,26,67
07_2023,HI,H_CLEAN_HSP,7,19,74
07_2023,HI,H_COMP_1,5,16,79
07_2023,HI,H_COMP_2,5,16,79
07_2023,HI,H_COMP_3,10,26,64
07_2023,HI,H_COMP_5,20,20,60
07_2023,HI,H_COMP_6,16,0,84
07_2023,HI,H_COMP_7,6,46,48
07_2023,HI,H_HSP_RATING,9,25,66
07_2023,HI,H_QUIET_HSP,11,31,58
07_2023,HI,H_RECMND,7,27,66
07_2023,IA,H_CLEAN_HSP,6,16,78
07_2023,IA,H_COMP_1,3,14,83
07_2023,IA,H_COMP_2,4,14,82
07_2023,IA,H_COMP_3,6,23,71
07_2023,IA,H_COMP_5,16,20,64
07_2023,IA,H_COMP_6,12,0,88
07_2023,IA,H_COMP_7,4,41,55
07_2023,IA,H_HSP_RATING,5,18,77
07_2023,IA,H_QUIET_HSP,6,26,68
07_2023,IA,H_RECMND,3,22,75
07_2023,ID,H_CLEAN_HSP,7,16,77
07_2023,ID,H_COMP_1,3,15,82
07_2023,ID,H_COMP_2,3,14,83
07_2023,ID,H_COMP_3,6,23,71
07_2023,ID,H_COMP_5,16,19,65
07_2023,ID,H_COMP_6,12,0,88
07_2023,ID,H_COMP_7,4,41,55
07_2023,ID,H_HSP_RATING,6,18,76
07_2023,ID,H_QUIET_HSP,7,27,66
07_2023,ID,H_RECMND,4,22,74
07_2023,IL,H_CLEAN_HSP,10,18,72
07_2023,IL,H_COMP_1,6,16,78
07_2023,IL,H_COMP_2,6,16,78
07_2023,IL,H_COMP_3,12,25,63
07_2023,IL,H_COMP_5,21,19,60
07_2023,IL,H_COMP_6,15,0,85
07_2023,IL,H_COMP_7,7,43,50
07_2023,IL,H_HSP_RATING,10,21,69
07_2023,IL,H_QUIET_HSP,10,29,61
07_2023,IL,H_RECMND,7,27,66
07_2023,IN,H_CLEAN_HSP,8,19,73
07_2023,IN,H_COMP_1,4,17,79
07_2023,IN,H_COMP_2,5,16,79
07_2023,IN,H_COMP_3,9,25,66
07_2023,IN,H_COMP_5,21,19,60
07_2023,IN,H_COMP_6,13,0,87
07_2023,IN,H_COMP_7,5,43,52
07_2023,IN,H_HSP_RATING,8,19,73
07_2023,IN,H_QUIET_HSP,9,30,61
07_2023,IN,H_RECMND,5,24,71
07_2023,KS,H_CLEAN_HSP,7,16,77
07_2023,KS,H_COMP_1,3,15,82
07_2023,KS,H_COMP_2,4,12,84
07_2023,KS,H_COMP_3,6,22,72
07_2023,KS,H_COMP_5,16,18,66
07_2023,KS,H_COMP_6,14,0,86
07_2023,KS,H_COMP_7,4,39,57
07_2023,KS,H_HSP_RATING,6,17,77
07_2023,KS,H_QUIET_HSP,6,26,68
07_2023,KS,H_RECMND,3,22,75
07_2023,KY,H_CLEAN_HSP,10,17,73
07_2023,KY,H_COMP_1,5,16,79
07_2023,KY,H_COMP_2,6,14,80
07_2023,KY,H_COMP_3,11,24,65
07_2023,KY,H_COMP_5,20,17,63
07_2023,KY,H_COMP_6,15,0,85
07_2023,KY,H_COMP_7,6,42,52
07_2023,KY,H_HSP_RATING,10,21,69
07_2023,KY,H_QUIET_HSP,9,29,62
07_2023,KY,H_RECMND,7,26,67
07_2023,LA,H_CLEAN_HSP,9,15,76
07_2023,LA,H_COMP_1,5,12,83
07_2023,LA,H_COMP_2,4,11,85
07_2023,LA,H_COMP_3,10,20,70
07_2023,LA,H_COMP_5,18,15,67
07_2023,LA,H_COMP_6,14,0,86
07_2023,LA,H_COMP_7,6,37,57
07_2023,LA,H_HSP_RATING,8,17,75
07_2023,LA,H_QUIET_HSP,6,21,73
07_2023,LA,H_RECMND,5,22,73
07_2023,MA,H_CLEAN_HSP,11,21,68
07_2023,MA,H_COMP_1,5,17,78
07_2023,MA,H_COMP_2,6,16,78
07_2023,MA,H_COMP_3,13,28,59
07_2023,MA,H_COMP_5,22,19,59
07_2023,MA,H_COMP_6,12,0,88
07_2023,MA,H_COMP_7,7,43,50
07_2023,MA,H_HSP_RATING,10,23,67
07_2023,MA,H_QUIET_HSP,17,33,50
07_2023,MA,H_RECMND,7,24,69
07_2023,MD,H_CLEAN_HSP,12,22,66
07_2023,MD,H_COMP_1,7,19,74
