Release Period,State,Facility ID,Completed Surveys,Response Rate (%)
07_2019,IA,160016,355,26
07_2019,IA,160024,890,29
07_2019,IA,160028,625,25
07_2019,IA,160029,436,39
07_2019,IA,160030,614,36
07_2019,IA,160032,115,32
07_2019,IA,160033,2884,29
07_2019,IA,16003F,313,37
07_2019,IA,160040,199,40
07_2019,IA,160045,489,28
07_2019,IA,160047,922,38
07_2019,IA,16004F,350,42
07_2019,IA,160057,536,28
07_2019,IA,160058,510,29
07_2019,IA,160064,1226,35
07_2019,IA,160067,577,26
07_2019,IA,160069,722,47
07_2019,IA,160079,1395,31
07_2019,IA,160080,548,27
07_2019,IA,160082,3043,30
07_2019,IA,160083,1405,26
07_2019,IA,160089,389,25
07_2019,IA,160101,205,14
07_2019,IA,160104,700,28
07_2019,IA,160110,484,28
07_2019,IA,160112,379,44
07_2019,IA,160117,440,33
07_2019,IA,160122,192,30
07_2019,IA,160124,99,24
07_2019,IA,160146,534,22
07_2019,IA,160147,273,32
07_2019,IA,160153,1075,26
07_2019,IA,161300,29,48
07_2019,IA,161301,153,40
07_2019,IA,161302,372,37
07_2019,IA,161303,73,51
07_2019,IA,161304,26,35
07_2019,IA,161305,Not Available,Not Available
07_2019,IA,161306,84,33
07_2019,IA,161307,39,38
07_2019,IA,161308,Not Available,Not Available
07_2019,IA,161309,42,27
07_2019,IA,161310,Not Available,Not Available
07_2019,IA,161311,Not Available,Not Available
07_2019,IA,161312,67,43
07_2019,IA,161313,53,37
07_2019,IA,161314,74,42
07_2019,IA,161315,Not Available,Not Available
07_2019,IA,161316,65,32
07_2019,IA,161317,100,45
07_2019,IA,161318,125,40
07_2019,IA,161319,41,59
07_2019,IA,161320,44,33
07_2019,IA,161321,39,42
07_2019,IA,161322,35,39
07_2019,IA,161323,73,51
07_2019,IA,161324,29,27
07_2019,IA,161325,57,32
07_2019,IA,161326,63,35
07_2019,IA,161327,54,39
07_2019,IA,161328,25,21
07_2019,IA,161329,72,44
07_2019,IA,161330,33,39
07_2019,IA,161331,46,38
07_2019,IA,161332,34,38
07_2019,IA,161333,67,33
07_2019,IA,161334,62,34
07_2019,IA,161335,52,41
07_2019,IA,161336,47,27
07_2019,IA,161337,26,19
07_2019,IA,161338,42,34
07_2019,IA,161339,237,36
07_2019,IA,161340,47,43
07_2019,IA,161341,59,30
07_2019,IA,161342,91,29
07_2019,IA,161343,163,29
07_2019,IA,161344,136,34
07_2019,IA,161345,113,42
07_2019,IA,161346,106,28
07_2019,IA,161347,144,58
07_2019,IA,161348,74,33
07_2019,IA,161349,67,44
07_2019,IA,161350,85,33
07_2019,IA,161351,50,29
07_2019,IA,161352,60,22
07_2019,IA,161353,129,30
07_2019,IA,161354,Not Available,Not Available
07_2019,IA,161355,74,33
07_2019,IA,161356,103,29
07_2019,IA,161357,40,26
07_2019,IA,161358,196,31
07_2019,IA,161359,115,24
07_2019,IA,161360,237,36
07_2019,IA,161361,188,38
07_2019,IA,161362,147,33
07_2019,IA,161363,135,28
07_2019,IA,161364,134,35
07_2019,IA,161365,193,31
07_2019,IA,161366,91,27
07_2019,IA,161367,346,32
07_2019,IA,161368,202,41
07_2019,IA,161369,136,31
07_2019,IA,161370,41,36
07_2019,IA,161371,274,39
07_2019,IA,161372,136,22
07_2019,IA,161373,Not Available,Not Available
07_2019,IA,161374,80,24
07_2019,IA,161375,243,34
07_2019,IA,161376,153,35
07_2019,IA,161377,92,35
07_2019,IA,161378,Not Available,Not Available
07_2019,IA,161379,189,31
07_2019,IA,161380,65,26
07_2019,IA,161381,72,24
07_2019,KS,170006,516,30
07_2019,KS,170009,223,23
07_2019,KS,170012,1005,25
07_2019,KS,170013,747,27
07_2019,KS,170014,216,25
07_2019,KS,170016,936,22
07_2019,KS,170017,287,27
07_2019,KS,170020,753,25
07_2019,KS,170023,362,19
07_2019,KS,170027,269,28
07_2019,KS,170039,Not Available,Not Available
07_2019,KS,170040,3191,23
07_2019,KS,170049,872,23
07_2019,KS,170058,152,29
07_2019,KS,17005F,338,35
07_2019,KS,170068,270,23
07_2019,KS,17006F,Not Available,Not Available
07_2019,KS,170074,147,22
07_2019,KS,170075,64,50
07_2019,KS,170086,1890,22
07_2019,KS,17008F,357,40
07_2019,KS,170103,440,39
07_2019,KS,170104,2499,25
07_2019,KS,170105,191,38
07_2019,KS,170109,106,30
07_2019,KS,170110,27,18
07_2019,KS,170120,323,26
07_2019,KS,170122,4330,31
07_2019,KS,170123,1708,19
07_2019,KS,170133,154,24
07_2019,KS,170137,771,24
07_2019,KS,170142,881,37
07_2019,KS,170145,231,20
07_2019,KS,170146,466,30
07_2019,KS,170150,104,20
07_2019,KS,170166,56,28
07_2019,KS,170175,327,25
07_2019,KS,170176,1217,17
07_2019,KS,170182,1225,22
07_2019,KS,170183,1319,67
07_2019,KS,170185,745,32
07_2019,KS,170186,585,50
07_2019,KS,170187,482,69
07_2019,KS,170188,197,36
07_2019,KS,170190,430,63
07_2019,KS,170191,457,38
07_2019,KS,170194,Not Available,Not Available
07_2019,KS,170196,406,35
07_2019,KS,170197,615,34
07_2019,KS,170198,66,31
07_2019,KS,170199,77,37
07_2019,KS,170200,331,36
07_2019,KS,170201,121,26
07_2019,KS,170203,503,62
07_2019,KS,171300,Not Available,Not Available
07_2019,KS,171301,27,32
07_2019,KS,171302,Not Available,Not Available
07_2019,KS,171303,Not Available,Not Available
07_2019,KS,171304,Not Available,Not Available
07_2019,KS,171306,Not Available,Not Available
07_2019,KS,171307,Not Available,Not Available
07_2019,KS,171308,Not Available,Not Available
07_2019,KS,171309,Not Available,Not Available
07_2019,KS,171310,30,25
07_2019,KS,171311,74,32
07_2019,KS,171312,Not Available,Not Available
07_2019,KS,171313,101,23
07_2019,KS,171314,Not Available,Not Available
07_2019,KS,171315,30,25
07_2019,KS,171316,Not Available,Not Available
07_2019,KS,171317,Not Available,Not Available
07_2019,KS,171318,Not Available,Not Available
07_2019,KS,171319,31,38
07_2019,KS,171320,Not Available,Not Available
07_2019,KS,171321,60,38
07_2019,KS,171322,Not Available,Not Available
07_2019,KS,171323,Not Available,Not Available
07_2019,KS,171324,Not Available,Not Available
07_2019,KS,171325,42,22
07_2019,KS,171326,Not Available,Not Available
07_2019,KS,171327,89,47
07_2019,KS,171328,29,32
07_2019,KS,171329,41,44
07_2019,KS,171330,Not Available,Not Available
07_2019,KS,171331,Not Available,Not Available
07_2019,KS,171332,Not Available,Not Available
07_2019,KS,171333,84,26
07_2019,KS,171334,Not Available,Not Available
07_2019,KS,171335,40,36
07_2019,KS,171336,Not Available,Not Available
07_2019,KS,171337,42,37
07_2019,KS,171338,71,45
07_2019,KS,171339,140,36
07_2019,KS,171340,Not Available,Not Available
07_2019,KS,171341,114,25
07_2019,KS,171342,31,37
07_2019,KS,171343,Not Available,Not Available
07_2019,KS,171344,40,29
07_2019,KS,171345,Not Available,Not Available
07_2019,KS,171346,51,43
07_2019,KS,171347,41,29
07_2019,KS,171348,58,34
07_2019,KS,171349,44,26
07_2019,KS,171350,Not Available,Not Available
07_2019,KS,171351,Not Available,Not Available
07_2019,KS,171352,43,48
07_2019,KS,171353,53,41
07_2019,KS,171354,89,23
07_2019,KS,171355,27,18
07_2019,KS,171356,27,52
07_2019,KS,171357,Not Available,Not Available
07_2019,KS,171358,32,32
07_2019,KS,171359,Not Available,Not Available
07_2019,KS,171360,Not Available,Not Available
07_2019,KS,171361,105,30
07_2019,KS,171362,142,28
07_2019,KS,171363,143,40
07_2019,KS,171364,38,44
07_2019,KS,171365,Not Available,Not Available
07_2019,KS,171367,53,33
07_2019,KS,171368,44,30
07_2019,KS,171369,48,41
07_2019,KS,171370,38,27
07_2019,KS,171371,177,41
07_2019,KS,171372,44,22
07_2019,KS,171373,65,22
07_2019,KS,171374,82,41
07_2019,KS,171375,179,40
07_2019,KS,171376,36,27
07_2019,KS,171377,156,50
07_2019,KS,171378,79,30
07_2019,KS,171379,36,33
07_2019,KS,171380,309,25
07_2019,KS,171381,83,26
07_2019,KS,171382,162,26
07_2019,KS,171383,189,25
07_2019,KS,171384,303,24
07_2019,KS,173300,Not Available,Not Available
07_2019,KY,180001,1256,31
07_2019,KY,180002,374,17
07_2019,KY,180004,137,19
07_2019,KY,180005,323,20
07_2019,KY,180009,304,15
07_2019,KY,180010,1088,27
07_2019,KY,180011,638,22
07_2019,KY,180012,630,25
07_2019,KY,180013,551,18
07_2019,KY,180016,203,25
07_2019,KY,180017,421,17
07_2019,KY,180018,456,22
07_2019,KY,180019,317,25
07_2019,KY,180020,137,15
07_2019,KY,180021,Not Available,Not Available
07_2019,KY,180024,176,25
07_2019,KY,180025,350,25
07_2019,KY,180027,473,23
07_2019,KY,180029,490,16
07_2019,KY,180035,3758,33
07_2019,KY,180036,696,23
07_2019,KY,180038,1408,34
07_2019,KY,180040,2328,23
07_2019,KY,180043,138,11
07_2019,KY,180044,2054,25
07_2019,KY,180045,1291,33
07_2019,KY,180046,110,27
07_2019,KY,180048,465,28
07_2019,KY,180049,395,19
07_2019,KY,180050,254,13
07_2019,KY,180051,567,19
07_2019,KY,180053,151,32
07_2019,KY,180056,188,13
07_2019,KY,180064,183,21
07_2019,KY,180066,172,37
07_2019,KY,180067,1454,19
07_2019,KY,180069,158,12
07_2019,KY,18006F,402,38
07_2019,KY,180070,253,16
07_2019,KY,180078,261,20
07_2019,KY,180079,206,27
07_2019,KY,18007F,367,44
07_2019,KY,180080,530,15
07_2019,KY,180087,409,24
07_2019,KY,180088,3526,22
07_2019,KY,180092,365,23
07_2019,KY,180093,713,20
07_2019,KY,180095,132,28
07_2019,KY,180101,286,22
07_2019,KY,180102,498,27
07_2019,KY,180103,1846,26
07_2019,KY,180104,1004,24
07_2019,KY,180105,213,26
07_2019,KY,180106,91,24
07_2019,KY,180115,131,20
07_2019,KY,180116,382,28
07_2019,KY,180124,959,22
07_2019,KY,180127,713,18
07_2019,KY,180128,266,25
07_2019,KY,180130,1905,29
07_2019,KY,180132,317,26
07_2019,KY,180138,302,20
07_2019,KY,180139,252,19
07_2019,KY,180141,1004,17
07_2019,KY,180143,468,21
07_2019,KY,180149,Not Available,Not Available
07_2019,KY,181301,92,16
07_2019,KY,181302,Not Available,Not Available
07_2019,KY,181304,Not Available,Not Available
07_2019,KY,181305,Not Available,Not Available
07_2019,KY,181306,96,20
07_2019,KY,181307,Not Available,Not Available
07_2019,KY,181308,70,33
07_2019,KY,181309,191,47
07_2019,KY,181310,54,19
07_2019,KY,181311,38,34
07_2019,KY,181314,44,17
07_2019,KY,181315,121,24
07_2019,KY,181316,Not Available,Not Available
07_2019,KY,181317,133,33
07_2019,KY,181318,128,21
07_2019,KY,181319,Not Available,Not Available
07_2019,KY,181320,96,24
07_2019,KY,181321,Not Available,Not Available
07_2019,KY,181322,47,28
07_2019,KY,181323,169,31
07_2019,KY,181324,86,21
07_2019,KY,181325,62,39
07_2019,KY,181327,147,28
07_2019,KY,181328,Not Available,Not Available
07_2019,KY,181329,223,30
07_2019,KY,181330,63,22
07_2019,KY,181331,Not Available,Not Available
07_2019,LA,190002,801,20
07_2019,LA,190004,288,20
07_2019,LA,190005,1387,26
07_2019,LA,190006,241,15
07_2019,LA,190007,304,16
07_2019,LA,190008,612,20
07_2019,LA,190011,378,12
07_2019,LA,190013,358,20
07_2019,LA,190014,251,20
07_2019,LA,190015,527,15
07_2019,LA,190017,576,16
07_2019,LA,190019,513,19
07_2019,LA,190020,591,24
07_2019,LA,190025,108,20
07_2019,LA,190026,1163,17
07_2019,LA,190027,637,23
07_2019,LA,190034,130,13
07_2019,LA,190036,3062,17
07_2019,LA,190039,1221,26
07_2019,LA,190040,1195,19
07_2019,LA,190041,643,22
07_2019,LA,190044,300,23
07_2019,LA,190045,572,20
07_2019,LA,190046,1280,24
07_2019,LA,190050,329,20
07_2019,LA,190053,306,19
07_2019,LA,190054,323,17
07_2019,LA,190060,815,17
07_2019,LA,190064,902,18
07_2019,LA,190065,2621,25
07_2019,LA,190079,120,17
07_2019,LA,190081,132,23
07_2019,LA,190086,492,23
07_2019,LA,190088,120,19
07_2019,LA,190090,106,17
07_2019,LA,190098,756,14
07_2019,LA,190099,109,17
07_2019,LA,190102,953,24
07_2019,LA,190106,66,16
07_2019,LA,190111,2649,36
07_2019,LA,190114,99,24
07_2019,LA,190116,171,21
07_2019,LA,190118,83,31
07_2019,LA,190125,384,19
07_2019,LA,190128,594,13
07_2019,LA,190133,37,23
07_2019,LA,190140,147,20
07_2019,LA,190144,471,26
07_2019,LA,190145,45,18
07_2019,LA,190146,671,27
07_2019,LA,190151,129,19
07_2019,LA,190160,566,19
07_2019,LA,190164,304,19
07_2019,LA,190167,391,17
07_2019,LA,190176,2323,18
07_2019,LA,190183,299,17
07_2019,LA,190184,100,40
07_2019,LA,190190,161,26
07_2019,LA,190201,365,18
07_2019,LA,190202,542,14
07_2019,LA,190204,548,19
07_2019,LA,190205,441,15
07_2019,LA,190208,127,33
07_2019,LA,190218,49,19
07_2019,LA,190241,135,47
07_2019,LA,190242,434,17
07_2019,LA,190245,69,33
07_2019,LA,190251,229,45
07_2019,LA,190255,201,42
07_2019,LA,190256,72,38
07_2019,LA,190259,318,39
07_2019,LA,190263,558,37
07_2019,LA,190266,487,36
07_2019,LA,190267,209,47
07_2019,LA,190268,114,35
07_2019,LA,190270,269,25
07_2019,LA,190274,585,15
07_2019,LA,190278,538,49
07_2019,LA,190297,116,29
07_2019,LA,190298,623,52
07_2019,LA,190300,Not Available,Not Available
07_2019,LA,190302,Not Available,Not Available
07_2019,LA,190303,155,32
07_2019,LA,190307,Not Available,Not Available
07_2019,LA,190308,156,15
07_2019,LA,190312,190,17
07_2019,LA,190313,184,20
07_2019,LA,19043F,92,36
07_2019,LA,19047F,206,29
07_2019,LA,19048F,359,33
07_2019,LA,191300,Not Available,Not Available
07_2019,LA,191301,47,23
07_2019,LA,191302,72,25
07_2019,LA,191303,Not Available,Not Available
07_2019,LA,191304,181,38
07_2019,LA,191305,70,17
07_2019,LA,191306,Not Available,Not Available
07_2019,LA,191307,Not Available,Not Available
07_2019,LA,191308,Not Available,Not Available
07_2019,LA,191309,30,30
07_2019,LA,191310,50,13
07_2019,LA,191311,Not Available,Not Available
07_2019,LA,191312,Not Available,Not Available
07_2019,LA,191313,Not Available,Not Available
07_2019,LA,191314,Not Available,Not Available
07_2019,LA,191315,59,13
07_2019,LA,191316,28,19
07_2019,LA,191317,65,25
07_2019,LA,191318,Not Available,Not Available
07_2019,LA,191319,Not Available,Not Available
07_2019,LA,191320,Not Available,Not Available
07_2019,LA,191321,58,12
07_2019,LA,191322,65,28
07_2019,LA,191323,82,27
07_2019,LA,191324,128,15
07_2019,LA,191325,63,18
07_2019,LA,191326,Not Available,Not Available
07_2019,LA,193300,Not Available,Not Available
07_2019,LA,193301,Not Available,Not Available
07_2019,ME,200001,570,34
07_2019,ME,200008,368,36
07_2019,ME,200009,707,29
07_2019,ME,200018,389,24
07_2019,ME,200019,965,27
07_2019,ME,200020,414,30
07_2019,ME,200021,558,29
07_2019,ME,200024,614,28
07_2019,ME,200031,300,27
07_2019,ME,200033,1960,27
07_2019,ME,200034,454,21
07_2019,ME,200037,399,29
07_2019,ME,200039,694,26
07_2019,ME,20003F,348,45
07_2019,ME,200041,272,27
07_2019,ME,200050,387,27
07_2019,ME,200052,223,32
07_2019,ME,200063,547,30
07_2019,ME,201300,90,32
07_2019,ME,201301,26,35
07_2019,ME,201302,354,32
07_2019,ME,201303,63,28
07_2019,ME,201304,151,25
07_2019,ME,201305,85,29
07_2019,ME,201306,133,21
07_2019,ME,201307,156,35
07_2019,ME,201308,165,23
07_2019,ME,201309,243,26
07_2019,ME,201310,150,24
07_2019,ME,201311,190,29
07_2019,ME,201312,265,30
07_2019,ME,201313,101,25
07_2019,ME,201314,274,27
07_2019,ME,201315,219,25
07_2019,MD,210001,806,25
07_2019,MD,210002,614,16
07_2019,MD,210003,1070,15
07_2019,MD,210004,2879,17
07_2019,MD,210005,1694,26
07_2019,MD,210006,401,20
07_2019,MD,210008,802,19
07_2019,MD,210009,2749,20
07_2019,MD,210011,2188,33
07_2019,MD,210012,687,16
07_2019,MD,210013,150,12
07_2019,MD,210015,677,22
07_2019,MD,210016,822,21
07_2019,MD,210017,318,29
07_2019,MD,210018,433,22
07_2019,MD,210019,699,27
07_2019,MD,210022,1536,31
07_2019,MD,210023,1248,25
07_2019,MD,210024,854,28
07_2019,MD,210027,1576,29
07_2019,MD,210028,443,20
07_2019,MD,210029,2009,20
07_2019,MD,210030,180,23
07_2019,MD,210032,587,18
07_2019,MD,210033,650,27
07_2019,MD,210034,523,21
07_2019,MD,210035,588,16
07_2019,MD,210037,774,22
07_2019,MD,210038,321,16
07_2019,MD,210039,478,19
07_2019,MD,210040,734,15
07_2019,MD,210043,611,21
07_2019,MD,210044,450,22
07_2019,MD,210045,43,28
07_2019,MD,210048,1569,19
07_2019,MD,210049,573,25
07_2019,MD,210051,367,18
07_2019,MD,210055,273,15
07_2019,MD,210056,554,21
07_2019,MD,210057,1303,17
07_2019,MD,210058,Not Available,Not Available
07_2019,MD,210060,195,14
07_2019,MD,210061,550,30
07_2019,MD,210062,611,25
07_2019,MD,210063,881,28
07_2019,MD,210064,44,14
07_2019,MD,210065,558,18
07_2019,MD,21010F,Not Available,Not Available
07_2019,MD,21020F,346,30
07_2019,MD,213300,Not Available,Not Available
07_2019,MD,213301,Not Available,Not Available
07_2019,MA,220001,495,22
07_2019,MA,220002,2094,25
07_2019,MA,220008,413,24
07_2019,MA,220010,867,17
07_2019,MA,220011,552,13
07_2019,MA,220012,2885,29
07_2019,MA,220015,612,31
07_2019,MA,220016,631,27
07_2019,MA,220017,293,13
07_2019,MA,220019,518,23
07_2019,MA,22001F,Not Available,Not Available
07_2019,MA,220020,850,25
07_2019,MA,220024,470,19
07_2019,MA,220029,921,28
07_2019,MA,220030,444,24
07_2019,MA,220031,1938,12
07_2019,MA,220033,1305,26
07_2019,MA,220035,1966,20
07_2019,MA,220036,695,23
07_2019,MA,220046,423,23
07_2019,MA,220049,372,24
07_2019,MA,220052,569,16
07_2019,MA,220060,1099,27
07_2019,MA,220062,Not Available,Not Available
07_2019,MA,220063,1918,21
07_2019,MA,220065,408,27
07_2019,MA,220066,1814,25
07_2019,MA,220070,1217,24
07_2019,MA,220071,5035,21
07_2019,MA,220073,624,19
07_2019,MA,220074,3671,20
07_2019,MA,220075,318,32
07_2019,MA,220077,2489,25
07_2019,MA,220080,729,23
07_2019,MA,220083,535,28
07_2019,MA,220084,770,30
07_2019,MA,220086,5040,23
07_2019,MA,220088,986,55
07_2019,MA,220090,681,25
07_2019,MA,220095,390,25
07_2019,MA,220098,260,25
07_2019,MA,22009F,Not Available,Not Available
07_2019,MA,220100,843,25
07_2019,MA,220101,407,28
07_2019,MA,220105,930,27
07_2019,MA,220108,577,27
07_2019,MA,22010F,341,39
07_2019,MA,220110,1099,24
07_2019,MA,220111,821,19
07_2019,MA,220116,475,21
07_2019,MA,220119,577,26
07_2019,MA,220126,584,25
07_2019,MA,220135,1056,27
07_2019,MA,220163,990,23
07_2019,MA,220171,2401,29
07_2019,MA,220175,831,16
07_2019,MA,220176,1141,17
07_2019,MA,220177,76,21
07_2019,MA,221300,186,28
07_2019,MA,221302,223,36
07_2019,MA,221303,71,21
07_2019,MA,223300,Not Available,Not Available
07_2019,MA,223302,Not Available,Not Available
07_2019,MA,223303,Not Available,Not Available
07_2019,MA,223304,Not Available,Not Available
07_2019,MI,230002,2202,28
07_2019,MI,230003,497,33
07_2019,MI,230005,368,28
07_2019,MI,230013,117,21
07_2019,MI,230015,196,25
07_2019,MI,230017,1103,28
07_2019,MI,230019,2302,31
07_2019,MI,230020,625,20
07_2019,MI,230021,2359,29
07_2019,MI,230022,357,28
07_2019,MI,230024,1277,16
07_2019,MI,230029,2874,28
07_2019,MI,230030,516,35
07_2019,MI,230031,388,26
07_2019,MI,230035,433,26
07_2019,MI,230036,663,36
07_2019,MI,230037,220,19
07_2019,MI,230038,2015,27
07_2019,MI,230040,532,32
07_2019,MI,230041,751,35
07_2019,MI,230046,1034,28
07_2019,MI,230047,770,28
07_2019,MI,230053,967,19
07_2019,MI,230054,258,27
07_2019,MI,230055,265,21
07_2019,MI,230058,642,32
07_2019,MI,230059,2504,29
07_2019,MI,23005F,182,51
07_2019,MI,230066,2996,28
07_2019,MI,230069,549,35
07_2019,MI,230070,444,31
07_2019,MI,230071,Not Available,Not Available
07_2019,MI,230072,368,29
07_2019,MI,230075,412,22
07_2019,MI,230077,1581,32
07_2019,MI,230078,55,46
07_2019,MI,230080,529,27
07_2019,MI,230081,390,32
07_2019,MI,230085,110,26
07_2019,MI,230089,820,24
07_2019,MI,230092,1655,22
07_2019,MI,230093,384,23
07_2019,MI,230095,353,31
07_2019,MI,230096,265,24
07_2019,MI,230097,379,36
07_2019,MI,230099,400,24
07_2019,MI,23009F,105,45
07_2019,MI,230100,326,33
07_2019,MI,230104,1443,19
07_2019,MI,230105,1361,34
07_2019,MI,230108,185,22
07_2019,MI,230110,461,29
07_2019,MI,230117,1466,36
07_2019,MI,230118,216,20
07_2019,MI,23011F,352,45
07_2019,MI,230121,599,28
07_2019,MI,23012F,92,35
07_2019,MI,230130,1501,28
07_2019,MI,230132,763,14
07_2019,MI,230133,324,35
07_2019,MI,230141,623,27
07_2019,MI,230142,473,15
07_2019,MI,230144,256,31
07_2019,MI,230146,368,20
07_2019,MI,230151,798,20
07_2019,MI,230156,1855,31
07_2019,MI,230165,1558,28
07_2019,MI,230167,541,31
07_2019,MI,230174,308,29
07_2019,MI,230176,696,25
07_2019,MI,230180,320,44
07_2019,MI,230193,625,30
07_2019,MI,230195,2183,29
07_2019,MI,230197,2695,36
07_2019,MI,230207,590,19
07_2019,MI,230208,189,36
07_2019,MI,230216,897,31
07_2019,MI,230217,446,23
07_2019,MI,230222,849,39
07_2019,MI,230227,802,24
07_2019,MI,230230,2585,33
07_2019,MI,230236,916,21
07_2019,MI,230239,376,32
07_2019,MI,230241,306,30
07_2019,MI,230244,344,21
07_2019,MI,230254,1452,35
07_2019,MI,230259,948,46
07_2019,MI,230264,34,27
07_2019,MI,230269,1202,31
07_2019,MI,230270,569,20
07_2019,MI,230273,1078,17
07_2019,MI,230275,Not Available,Not Available
07_2019,MI,230277,876,16
07_2019,MI,230279,Not Available,Not Available
07_2019,MI,230297,474,20
07_2019,MI,230301,180,45
07_2019,MI,230302,534,25
