SURVEY_NAME,QUESTION_ID,QUESTION_TXT,ANSWER_TXT,NUM_RESPONSES,TOTAL_RESPONSES
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Mr. Bunner was professional, candid and rather delightful to talk to.  He put me at ease, listened carefully to my answers, and for an audit the process was seemless.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Mr. Croley made it easy.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Mr. Ed Grau, the BWC Auditor, is highly professional, a great communicator, and thorough in his examination.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Mr. Fox is a pleasure to work with and always very helpful with any questions that I may have.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Mr. Fox made the process quick and easy which was extremely appreciated.  I will say that the notification we received by mail arrived after the date we were to respond back to schedule.  Might be a good idea to send the letters out more than 2 weeks in advance of expected communication.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Mr. Fox was very pleasant and didn t take up too much time while conducting his audit.  All questions I had prior to Mr. Fix coming to our site were answered quickly as well, which was much appreciated.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Mr. Garu was polite, kind and professional.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Mr. Grau was very helpful in terms of explaining the classifications and assisting us with shifts in job duties/new hires. We were very pleased working with him.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Mr. Hauser was very friendly and helpful!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Mr. James Day was excellent..I learned a lot that I did not know,He took the time required to explain the entire process,,,VERY professional ,,",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Mr. Kenneth Fox did a remarkable job with our premium audit.  His professionalism and ability to communicate the detailed findings educated my misunderstanding of a payroll calendar year vs. policy year.  Initially, I was at a loss within confidence of my diligence.  I had mistaken with my true-up.  I calculated my ADP calendar year vs policy year.  We were able to resolve amicably.  Mr. Fox is an exemplary professional.  Please commend him helping my company resolve our file.  Floyd McCarver   #1701662",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Mr. Kovacs was very Professional & explained the process and also took the time to answer all my questions.   Thank You,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Mr. Thomson, I hope that you keep being the polite, kind, honest man that you are. God bless you and your family, The Stoners @ Distinct Cabinetry Innovations LLC.   ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Mr. Wheeler was outstanding.  He explained in layman's terms what we needed to improve on.  Need more auditors like him,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Mr. Wheeler was professional, efficient and easy to work with. I had no issues at all.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Mr. Wheeler was so friendly, professional, thorough and an excellent communicator.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Mr. Wheeler was very helpful in answering all my questions,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Mr. Wheeler was very professional and very personable.  He explained everything to me so I could explain it to my client. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Mrs. Bowling was very knowledgeable and courteous. She explained the correct items to count and why. For an audit, it was enjoyable.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Ms Jenkins was patient, thorough and explained the process very well.  I left with a better understanding of the process.  ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Ms Rizzo was nothing but respectful, professional and a real pleasure to work with.  thank you ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Ms Rizzo was professional and nice to work with.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Ms. Blythe answered all of our questions and helped us with a new classification. She even found us answers to questions outside of our premium review process.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Ms. Buckey was extremely helpful in understanding the audit.  Very professional. Thanks,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Ms. Burke was highly professional, extremely courteous, quite knowledgeable, and a delight to work with.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Ms. Gilbert was friendly and competent.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Ms. Jenkins was a pleasure to work with. The company that she reviewed is not an easy one to deal with as we have several codes, several out of state workers, and we switched payroll providers over the period that she examined. This made my job difficult as to generating reports. She was so patient and understand while still knowing what in the world was going on. She was outstanding. ",1,858
